row_id,study_id,polygon,coder,citation_screening,exclude_why,citation,fulltext_screening,study_year,intervention_full_name,intervention_dim,intervention_cat,intervention_simple_name,sub_intervention_name,unit,outcome_dim,outcome_cat,outcome_catdim,outcome_indicator_full,outcome_impact,outcome_comment,budget,staff,monitoring,enforcement,clear_rules,gazetted,management,compliance,funding,conflict_resol,stake_agency,decision_making,fishery_type,age,size,size_unit,depth_cat,material_cat,livdiv_process,livdiv_pathway,gear_managed,last_heat_stress,heat_stress_freq,connectivity,cyclone_freq,sediments,nutrients,market_gravity,coastal_pop,ports,tourism,mardep_nutri,mardep_eco,ggi,hdi,wgi,gini,study_design,country,region,location,lat,lon,data_year,cost_USD,paired_intervention_1,paired_intervention_2,mardep,sednutr,n_case_studies,record_weight
785,MarCon_241,no,lauric,yes,NA,"Bartlett, CY; Manua, C; Cinner, J; Sutton, S; Jimmy, R; South, R; Nilsson, J; Raina, J Comparison of outcomes of permanently closed and periodically harvested coral reef reserves (2009) Conservation Biology",yes,2009,Nguna-Pele Marine Protected Area Network,FishMan,Temporal Closures,FishMan - Temporal Closures,Periodically Harvested Closure,invertebrates,Nature,Species,Nature - Species,Tridancid and Trochus abundance,beneficial,,no budget,NA,NA,NA,NA,NA,co-managed,NA,NA,NA,NA,NA,NA,6,0.14,reef_km2,NA,NA,NA,NA,NA,11,1,-0.65521,-1.09024,0,0,0.720158828266936,0.764195179134002,0,0.853304271375192,0.45,0.33,NA,0.5328176438808441,0.207473863537113,348.5,CI/Distance,Vanuatu,Melanesia,Pele island and sourounding area,-17.477668,168.392099,2007,,NA,NA,0.39,0,37,0.2
786,TemporalClosures_49,no,pauline,yes,NA,"Chavarro, SB; Mumby, PJ; Golbuu, Y Changes in the spear fishery of herbivores associated with closed grouper season in palau, micronesia (2014) Animal Conservation",yes,2014,Palau Groupers Seasonal Closure,FishMan,Temporal Closures,FishMan - Temporal Closures,"Temporary Closure (spawning, etc.)",fish,NCP,Fishery,NCP - Fishery,CPUE,beneficial,,NA,NA,NA,NA,NA,formally gazetted/covenanted,state managed,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,11,1,-0.08806,-0.50997,0.600172870383993,0,0.75700024348673,0.82051798666569,0,0.976793171660928,0.44,0.47,NA,0.628,0.439024539043506,412.5,Qualitative,Federated States of Micronesia,Micronesia,Palau,7.379968,134.466386,2009,,NA,NA,0.45499999999999996,0.3000864351919965,37,1
787,TemporalClosures_49,no,pauline,yes,NA,"Chavarro, SB; Mumby, PJ; Golbuu, Y Changes in the spear fishery of herbivores associated with closed grouper season in palau, micronesia (2014) Animal Conservation",yes,2014,Palau Groupers Seasonal Closure,FishMan,Temporal Closures,FishMan - Temporal Closures,"Temporary Closure (spawning, etc.)",fish,Nature,Functions,Nature - Functions,fishing pressure on herbivore catch,harmful,,NA,NA,NA,NA,NA,formally gazetted/covenanted,state managed,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,11,1,-0.08806,-0.50997,0.600172870383993,0,0.75700024348673,0.82051798666569,0,0.976793171660928,0.44,0.47,NA,0.628,0.439024539043506,412.5,Qualitative,Federated States of Micronesia,Micronesia,Palau,7.379968,134.466386,2009,,NA,NA,0.45499999999999996,0.3000864351919965,37,1
788,TemporalClosures_172,no,pauline,yes,NA,"Elvidge, CD; Ghosh, T; Baugh, K; Zhizhin, M; Hsu, FC; Katada, NS; Penalosa, W; Hung, BQ Rating the effectiveness of fishery closures with visible infrared imaging radiometer suite boat detection data (2018) Frontiers In Marine Science",yes,2018,Palawan Round Scad Closure,FishMan,Temporal Closures,FishMan - Temporal Closures,"Temporary Closure (spawning, etc.)",coastal communities,People,Governance,People - Governance,level of compliance by VIIRS boat detection,beneficial,,NA,NA,NA,NA,NA,NA,state managed,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,0.73555,-0.41256,0.83264675592173,0.861164851767914,0.298608379689461,0.989449776540406,0,0.987929518646055,0.43,0.24,0.419,0.6626815398534139,-0.3471868323783081,446,Regression,Philippines,Southeast Asia,Palawan,9.835258,118.738491,2017,,FishMan - Gear Management,NA,0.33499999999999996,0.8469058038448221,37,1
789,MarCon_227,no,lauric,yes,NA,"Monaco, ME; Friedlander, AM; Caldow, C; Hile, SD; Menza, C; Boulon, RH Long-term monitoring of habitats and reef fish found inside and outside the us virgin islands coral reef national monument: a comparative assessment (2009) Caribbean Journal Of Science",yes,2009,Virgin Islands Coral Reef National Monument - Coral Bay (VICR-CB),FishMan,Gear Management,FishMan - Gear Management,Gear exclusion,fish,Nature,Species,Nature - Species,density and biomass,mixed,,NA,NA,NA,NA,NA,formally gazetted/covenanted,state managed,NA,NA,NA,NA,NA,NA,7,2.5,reef_km2,NA,NA,NA,NA,Mixed,2,2,-0.48004,-0.89486,0.692051640429601,0,0.715944634863554,0.669133269836618,0,0.995732288079713,NA,NA,NA,0.921,0.6945998191833496,NA,BACI/BA,Virgin Islands (U.S.),Caribbean-Atlantic,"Saint John, U.S. Virgin Islands",18.345923,-64.693781,2008,,NA,NA,NA,0.3460258202148005,29,1
790,MarCon_232,no,lauric,yes,NA,"da Silva, IM; Hill, N; Shimadzu, H; Soares, AMVM; Dornelas, M Spillover effects of a community-managed marine reserve (2015) Plos One",yes,2015,Vamizi Island Marine Sanctuary,MarCon,FPA,MarCon - FPA,NA,fish,NCP,Fishery,NCP - Fishery,fish abundance and biomass spillover,beneficial,,NA,NA,NA,NA,NA,NA,community-managed,NA,NA,NA,NA,NA,artisanal,6,38,reef_km2,NA,NA,NA,NA,NA,14,1,0.59263,0.76178,0.57604457849051,0.756232380741805,0.543499840797138,0.555956480328229,0,0.985969668107554,0.36,0.17,0.537,0.4013185682041304,-0.8718237181504563,456,BACI/BA,Mozambique,Western Indian Ocean,Ilha Vamizi,-10.99602,40.704305,2012,,Development - Livelihood Diversification,NA,0.265,0.6661384796161576,225,1
791,MarCon_237,no,lauric,yes,NA,"Karnauskas, M; Huntington, BE; Babcock, EA; Lirman, D Pre-existing spatial patterns in fish abundances influence species-specific responses in a caribbean marine reserve (2011) Marine Ecology Progress Series",yes,2011,Caye Caulker Marine Reserve,MarCon,FPA,MarCon - FPA,NA,fish,Nature,Species,Nature - Species,density,mixed,,NA,NA,NA,NA,NA,NA,state managed,NA,NA,NA,NA,NA,NA,11,39.13,reef_km2,NA,NA,NA,NA,NA,5,2,0.75108,-0.46373,0.495328821538914,0.756821992519301,0.788147815174842,0.518920800058612,0,0.976463477177815,0.13,0.28,0.364,0.7333299577236175,-0.1626718391974767,541,BACI/BA,Belize,Caribbean-Atlantic,Caye Caulker,17.735841,-88.018222,2009,,NA,NA,0.20500000000000002,0.6260754070291075,225,0.3333333333333333
792,TemporalClosures_10,no,pauline,yes,NA,"Karras, C; Agar, JJ Cruzan fishers' perspectives on the performance of the buck island reef national monument and the red hind seasonal closure (2009) Ocean & Coastal Management",yes,2009,Red Hind seasonal spawning closure,FishMan,Temporal Closures,FishMan - Temporal Closures,"Temporary Closure (spawning, etc.)",fish,Nature,Species,Nature - Species,"fish abundance, spawning aggregation,",mixed,,NA,NA,NA,NA,NA,NA,state managed,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.921,0.6945998191833496,NA,Perceptions/Survey,Virgin Islands (U.S.),NA,St Croix,17.737875,-64.80042,2008,,NA,NA,NA,NA,37,1
793,TemporalClosures_10,no,pauline,yes,NA,"Karras, C; Agar, JJ Cruzan fishers' perspectives on the performance of the buck island reef national monument and the red hind seasonal closure (2009) Ocean & Coastal Management",yes,2009,Red Hind seasonal spawning closure,FishMan,Temporal Closures,FishMan - Temporal Closures,"Temporary Closure (spawning, etc.)",fish,NCP,Fishery,NCP - Fishery,"Increases fish abundance outside the closure, catch",mixed,,NA,NA,NA,NA,NA,NA,state managed,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.921,0.6945998191833496,NA,Perceptions/Survey,Virgin Islands (U.S.),NA,St Croix,17.737875,-64.80042,2008,,NA,NA,NA,NA,37,1
794,TemporalClosures_10,no,pauline,yes,NA,"Karras, C; Agar, JJ Cruzan fishers' perspectives on the performance of the buck island reef national monument and the red hind seasonal closure (2009) Ocean & Coastal Management",yes,2009,Red Hind seasonal spawning closure,FishMan,Temporal Closures,FishMan - Temporal Closures,"Temporary Closure (spawning, etc.)",fish,Nature,Habitat,Nature - Habitat,restores and maintains habitat quality,mixed,,NA,NA,NA,NA,NA,NA,state managed,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.921,0.6945998191833496,NA,Perceptions/Survey,Virgin Islands (U.S.),NA,St Croix,17.737875,-64.80042,2008,,NA,NA,NA,NA,37,1
795,TemporalClosures_10,no,pauline,yes,NA,"Karras, C; Agar, JJ Cruzan fishers' perspectives on the performance of the buck island reef national monument and the red hind seasonal closure (2009) Ocean & Coastal Management",yes,2009,Red Hind seasonal spawning closure,FishMan,Temporal Closures,FishMan - Temporal Closures,"Temporary Closure (spawning, etc.)",fishers,People,Economic,People - Economic,Adversely impacts fishermen’s ability to support themselves and families; Generates hardships to the local fishing community,harmful,,NA,NA,NA,NA,NA,NA,state managed,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.921,0.6945998191833496,NA,Perceptions/Survey,Virgin Islands (U.S.),NA,St Croix,17.737875,-64.80042,2008,,NA,NA,NA,NA,37,1
796,MarCon_306,no,lauric,yes,NA,"Long, S; Thurlow, G; Jones, PJS; Turner, A; Randrianantenaina, SM; Gammage, T; Savage, J; Ndriamanja, JR Critical analysis of the governance of the sainte luce locally managed marine area (lmma), southeast madagascar (2021) Marine Policy",yes,2021,Saint-Luce Periodic No-Take Zone,FishMan,Temporal Closures,FishMan - Temporal Closures,Periodically Harvested Closure,coastal communities,People,Economic,People - Economic,revenue from post-harvest catch,beneficial,,NA,NA,NA,NA,NA,not gazetted/covenanted,community-managed,NA,NA,NA,NA,"poor Transparency, accountability, neutrality, correctability, ethicality, and trustworthiness",NA,4,13,reef_km2,NA,NA,NA,NA,NA,26,0,NA,NA,NA,NA,NA,NA,NA,NA,0.24,0.29,0.556,0.4496850296854973,-0.7544344365596771,428.125,Perceptions/Survey,Madagascar,NA,Saint Luce,-24.804744,47.164324,2018,,NA,NA,0.265,NA,37,0.5
797,MarCon_247,no,lauric,yes,NA,"Cheng, YR; Chin, CH; Lin, DF; Wang, CK The probability of an unrecoverable coral community in dongsha atoll marine national park due to recurrent disturbances (2020) Sustainability",yes,2020,Dongsha Atoll Marine National Park,MarCon,FPA,MarCon - FPA,NA,coral,NCP,Climate,NCP - Climate,bleaching and typhoon resistance and resiliance,neutral,,NA,NA,NA,NA,NA,formally gazetted/covenanted,state managed,NA,NA,NA,NA,NA,NA,12,600,reef_km2,NA,NA,NA,NA,NA,0,9,-1.6584700000000001,-4.34485,0,0,0.795901931037066,0,0,0,0.08,0.13,0.192,0.768,-0.2503677594165012,367.6363636363636,BACI/BA,China,Southeast Asia,Dongsha Atoll,20.665381,116.83126,2019,,NA,NA,0.10500000000000001,0,225,1
798,MarCon_2608,no,lauric,yes,NA,"Francini-Filho, RB; Moura, RL Evidence for spillover of reef fishes from a no-take marine reserve: an evaluation using the before-after control-impact (baci) approach (2008) Fisheries Research",yes,2008,Marine Extractive Reserve of Corumbau (MERC) - Itacolomis Reef NTR,MarCon,FPA,MarCon - FPA,NA,fish,Nature,Species,Nature - Species,target fish biomass inside the reserve,beneficial,,NA,NA,NA,NA,NA,formally gazetted/covenanted,co-managed,medium compliance,NA,NA,NA,NA,NA,5,50,reef_km2,NA,NA,NA,NA,NA,17,1,0.42886,0.76178,0.8999374724143,0.913842979013506,0.492592384484276,0.519561872664664,0,0.881346618799912,0.01,0.1,0.39,0.6557472533193128,-0.2560183629393577,573.8,BACI/BA,Brazil,Caribbean-Atlantic,Itacolomis Reef,-16.921277,-39.059108,2005,,MarCon - PPA,NA,0.055,0.906890225713903,225,0.5
799,MarCon_2608,no,lauric,yes,NA,"Francini-Filho, RB; Moura, RL Evidence for spillover of reef fishes from a no-take marine reserve: an evaluation using the before-after control-impact (baci) approach (2008) Fisheries Research",yes,2008,Marine Extractive Reserve of Corumbau (MERC) - Itacolomis Reef NTR,MarCon,FPA,MarCon - FPA,NA,fish,NCP,Fishery,NCP - Fishery,target fish biomass,beneficial,,NA,NA,NA,NA,NA,formally gazetted/covenanted,co-managed,medium compliance,NA,NA,NA,NA,NA,5,50,reef_km2,NA,NA,NA,NA,NA,17,1,0.42886,0.76178,0.8999374724143,0.913842979013506,0.492592384484276,0.519561872664664,0,0.881346618799912,0.01,0.1,0.39,0.6557472533193128,-0.2560183629393577,573.8,BACI/BA,Brazil,Caribbean-Atlantic,Itacolomis Reef,-16.921277,-39.059108,2005,,MarCon - PPA,NA,0.055,0.906890225713903,225,1
800,TemporalClosures_108,no,pauline,yes,NA,"Thorburn, CC Changing customary marine resource management practice and institutions: the case of sasi lola in the kei islands, indonesia (2000) World Development",yes,2000,Sasi Spatial and Temporal Closure on Trocchus,FishMan,Temporal Closures,FishMan - Temporal Closures,Periodically Harvested Closure,invertebrates,People,Economic,People - Economic,trocchus importance,beneficial,,NA,NA,no monitoring,major deficiencies in staff capacity/resources to enforce legislation and regulations,Known/demarcated,not gazetted/covenanted,community-managed,poor or no compliance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.22,0.444,0.6588921745618185,-0.054462070266405656,330.8,Qualitative,Indonesia,NA,Kei Islands,-5.739593,132.724607,1999,,FishMan - Species Restrictions,NA,0.35,NA,37,1
801,TemporalClosures_108,no,pauline,yes,NA,"Thorburn, CC Changing customary marine resource management practice and institutions: the case of sasi lola in the kei islands, indonesia (2000) World Development",yes,2000,Sasi Spatial and Temporal Closure on Trocchus,FishMan,Temporal Closures,FishMan - Temporal Closures,Periodically Harvested Closure,invertebrates,Nature,Species,Nature - Species,trocchus stock,mixed,,NA,NA,no monitoring,major deficiencies in staff capacity/resources to enforce legislation and regulations,Known/demarcated,not gazetted/covenanted,community-managed,poor or no compliance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.22,0.444,0.6588921745618185,-0.054462070266405656,330.8,Expert knowledge,Indonesia,NA,Kei Islands,-5.739593,132.724607,1999,,FishMan - Species Restrictions,NA,0.35,NA,37,1
802,MarCon_2652,no,lauric,yes,NA,"Galal, N; Ormond, RFG; Hassan, O Effect of a network of no-take reserves in increasing catch per unit effort and stocks of exploited reef fish at nabq, south sinai, egypt (2002) Marine And Freshwater Research",yes,2002,Nabq Managed Resource Protected Area,MarCon,FPA,MarCon - FPA,NA,fish,Nature,Species,Nature - Species,abundance and length,beneficial,,NA,NA,NA,NA,NA,formally gazetted/covenanted,state managed,NA,NA,NA,NA,NA,subsistance,5,122,reef_km2,NA,NA,NA,NA,NA,NA,NA,1.07844,0.76178,0.602747535677505,0.651963222965379,0.470360173062876,0.733295479522309,0,0.876840794197377,0.1,0.13,0.443,0.697913972231058,-0.7337244749069216,314.5,BACI/BA,Egypt,Middle East and North Africa,South El Ghargana,28.122166,34.443975,2000,,FishMan - Access Rights,FishMan - Gear Management,0.115,0.627355379321442,225,0.25
803,MarCon_2652,no,lauric,yes,NA,"Galal, N; Ormond, RFG; Hassan, O Effect of a network of no-take reserves in increasing catch per unit effort and stocks of exploited reef fish at nabq, south sinai, egypt (2002) Marine And Freshwater Research",yes,2002,Nabq Managed Resource Protected Area,MarCon,FPA,MarCon - FPA,NA,fish,NCP,Fishery,NCP - Fishery,catch,beneficial,,NA,NA,NA,NA,NA,formally gazetted/covenanted,state managed,NA,NA,NA,NA,NA,subsistance,5,122,reef_km2,NA,NA,NA,NA,NA,NA,NA,1.07844,0.76178,0.602747535677505,0.651963222965379,0.470360173062876,0.733295479522309,0,0.876840794197377,0.1,0.13,0.443,0.697913972231058,-0.7337244749069216,314.5,BACI/BA,Egypt,Middle East and North Africa,South El Ghargana,28.122166,34.443975,2000,,FishMan - Access Rights,FishMan - Gear Management,0.115,0.627355379321442,225,0.5
804,MarCon_2785,no,lauric,yes,NA,"Newman, CM; Knudby, AJ; LeDrew, EF Assessing the effect of management zonation on live coral cover using multi-date ikonos satellite imagery (2007) Journal Of Applied Remote Sensing",yes,2007,Bunaken National Park,MarCon,FPA,MarCon - FPA,NA,coral,Nature,Habitat,Nature - Habitat,coral cover,neutral,,NA,NA,NA,NA,NA,formally gazetted/covenanted,state managed,medium compliance,NA,NA,NA,NA,NA,5,25,reef_km2,NA,NA,NA,NA,NA,NA,NA,0.56635,0.76178,0.914705016919229,0.904464466677722,0.980802007829035,0.970071067477471,0,0.999615356436369,0.48,0.22,0.444,0.7154572438448668,-0.054462070266405656,221.5,BACI/BA,Indonesia,Southeast Asia,Bunaken Island,1.617824,124.759884,2003,,NA,NA,0.35,0.9095847417984755,225,0.5
805,MarCon_339,yes,lauric,yes,NA,"De Freitas, DM; Sutton, SG; Moloney, JM; Ledee, EJI; Tobin, RC Spatial substitution strategies of recreational fishers in response to zoning changes in the great barrier reef marine park (2013) Marine Policy",yes,2013,Great Barrier Reef Marine Park (GBRMP),MarCon,FPA,MarCon - FPA,NA,fishers,People,Governance,People - Governance,loss of fishing ground for recreational fishers,harmful,,NA,NA,NA,NA,NA,NA,state managed,NA,NA,NA,NA,NA,NA,3,113850,reef_km2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.09,0.073,0.951,1.498978644609451,331,BACI/BA,Australia,Australia,Great Barrier Reef,NA,NA,2007,,MarCon - PPA,FishMan - Gear Management,0.08,NA,225,0.3333333333333333
806,MarCon_3486,no,lauric,yes,NA,"Mclean, DL; Harvey, ES; Meeuwig, JJ Declines in the abundance of coral trout (plectropomus leopardus) in areas closed to fishing at the houtman abrolhos islands, western australia (2011) Journal Of Experimental Marine Biology And Ecology",yes,2011,Houtman Abrolhos Islands Reef Observation Areas,MarCon,FPA,MarCon - FPA,NA,fish,Nature,Species,Nature - Species,coral trout abundance and length,neutral,,NA,NA,NA,acceptable capacity/resources to enforce legislation and regulations,NA,formally gazetted/covenanted,state managed,poor or no compliance,NA,NA,NA,NA,NA,15,2.78,reef_km2,NA,NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.09,0.073,0.951,1.498978644609451,336.2,BACI/BA,Australia,Australia,Houtman Abrolhos Islands - North Island,-28.299186,113.604276,2009,,NA,NA,0.08,NA,225,0.1111111111111111
807,MarCon_3486,no,lauric,yes,NA,"Mclean, DL; Harvey, ES; Meeuwig, JJ Declines in the abundance of coral trout (plectropomus leopardus) in areas closed to fishing at the houtman abrolhos islands, western australia (2011) Journal Of Experimental Marine Biology And Ecology",yes,2011,Houtman Abrolhos Islands Reef Observation Areas,MarCon,FPA,MarCon - FPA,NA,fish,Nature,Species,Nature - Species,coral trout abundance and length,neutral,,NA,NA,NA,acceptable capacity/resources to enforce legislation and regulations,NA,formally gazetted/covenanted,state managed,poor or no compliance,NA,NA,NA,NA,NA,15,27.44,reef_km2,NA,NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.09,0.073,0.951,1.498978644609451,336.2,BACI/BA,Australia,Australia,Houtman Abrolhos Islands - Wallabi Group,-28.463716,113.748405,2009,,NA,NA,0.08,NA,225,0.1111111111111111
808,MarCon_3486,no,lauric,yes,NA,"Mclean, DL; Harvey, ES; Meeuwig, JJ Declines in the abundance of coral trout (plectropomus leopardus) in areas closed to fishing at the houtman abrolhos islands, western australia (2011) Journal Of Experimental Marine Biology And Ecology",yes,2011,Houtman Abrolhos Islands Reef Observation Areas,MarCon,FPA,MarCon - FPA,NA,fish,Nature,Species,Nature - Species,coral trout abundance and length,neutral,,NA,NA,NA,acceptable capacity/resources to enforce legislation and regulations,NA,formally gazetted/covenanted,state managed,poor or no compliance,NA,NA,NA,NA,NA,15,22.29,reef_km2,NA,NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.09,0.073,0.951,1.498978644609451,336.2,BACI/BA,Australia,Australia,Houtman Abrolhos Islands - Easter Group,-28.690852,113.826097,2009,,NA,NA,0.08,NA,225,0.1111111111111111
809,MarCon_3486,no,lauric,yes,NA,"Mclean, DL; Harvey, ES; Meeuwig, JJ Declines in the abundance of coral trout (plectropomus leopardus) in areas closed to fishing at the houtman abrolhos islands, western australia (2011) Journal Of Experimental Marine Biology And Ecology",yes,2011,Houtman Abrolhos Islands Reef Observation Areas,MarCon,FPA,MarCon - FPA,NA,fish,Nature,Species,Nature - Species,coral trout abundance and length,neutral,,NA,NA,NA,acceptable capacity/resources to enforce legislation and regulations,NA,formally gazetted/covenanted,state managed,poor or no compliance,NA,NA,NA,NA,NA,15,13.72,reef_km2,NA,NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.09,0.073,0.951,1.498978644609451,336.2,BACI/BA,Australia,Australia,Houtman Abrolhos Islands - Pelsaert,-28.921126,113.929381,2009,,NA,NA,0.08,NA,225,0.1111111111111111
